model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
gpt-5.4,8,3664a3,mobile,40,0.7168372592410458,0.6560902985583126,0.42160546253069753,1.0739579443827885,0.7901869157659221,0.7245073224911992
gpt-5.4,10,3664a3,mobile,40,0.6212092841001735,0.6141214162223528,0.5236815332877085,0.9476252636927522,0.7655075971936606,0.6088694908651195
gpt-5.4,1,3d29ac,mobile,40,0.2712391402971578,0.43871998454605293,1.8146140643922355,0.2969229280179736,0.6394574622423913,0.21491986425583062
gpt-5.4,4,3d29ac,mobile,40,0.20534591715092232,0.4476331390421868,1.8366890261173405,0.18391841977003665,0.6111925526186095,0.12384686443586192
gpt-5.4,2,3d29ac,mobile,38,0.23626948078940857,0.42308399511160405,2.0312982292587196,0.29854217609748224,0.6296537590513839,0.23208383525925144
gpt-5.4,3,3d29ac,mobile,40,0.23472953141973057,0.4180492627983641,2.111194260544951,0.2690984450694792,0.636206380021215,0.17399618970839112
gpt-5.4,6,3d29ac,mobile,44,0.23204213141610586,0.43332023970872435,1.8885859217188923,0.25501180128606926,0.6188096580708312,0.18463426682531528
gpt-5.4,5,3d29ac,mobile,42,0.24521383269711167,0.4427630299643829,1.7940427821933036,0.22697297715375014,0.6082216247959146,0.15846989046147497
gpt-5.4,9,3d29ac,mobile,40,0.26136438183692373,0.4296273842528153,1.835308414002706,0.3188332063076602,0.6293432732574268,0.22764666738462871
gpt-5.4,7,3d29ac,mobile,40,0.19144808229746363,0.40526543160599915,2.0642362990606182,0.20490309390344388,0.6280345674414096,0.10625434020773947
gpt-5.4,8,3d29ac,mobile,40,0.19365743260166385,0.4384414402545552,1.8248064947561908,0.22575884521708214,0.6137398045132731,0.15403825820209333
gpt-5.4,1,3ec21e,desktop,40,0.7443635199808384,0.6706707825474106,0.4112087865397801,1.4051864131649823,0.8343162118311973,0.7251613836926462
gpt-5.4,2,3ec21e,desktop,38,0.6642896835192318,0.621134054110901,0.5176770337827181,1.274891127262938,0.8181232634003823,0.6364409383182809
gpt-5.4,3,3ec21e,desktop,40,0.699256427813901,0.6460434552971956,0.4911216004267618,1.3491551057639828,0.8251773597084808,0.6769383049956937
gpt-5.4,4,3ec21e,desktop,40,0.7190013433996314,0.6505969847870464,0.45016488001136856,1.3700144502309055,0.829701318340631,0.6964754425676093
gpt-5.4,5,3ec21e,desktop,40,0.7044471686715819,0.6394970518103513,0.4552682355064248,1.3297062444031114,0.8249775045521831,0.6825387746307889
gpt-5.4,8,3ec21e,desktop,40,0.7298830464037726,0.645391987251859,0.4671976641193692,1.3705038586422156,0.8251724283682537,0.7091879048531154
gpt-5.4,6,3ec21e,desktop,42,0.7037555478380725,0.6457326901056826,0.45329987808204464,1.3622712885785613,0.8279752803241268,0.6804663491788598
gpt-5.4,7,3ec21e,desktop,40,0.7441333103010237,0.6634744003541782,0.42654933543816165,1.408952440049945,0.8323405836464172,0.7250680739113147
gpt-5.4,9,3ec21e,desktop,38,0.6333505244162947,0.6061760996601988,0.5874147754040916,1.2189196284101127,0.8059834418295558,0.609065213886027
gpt-5.4,10,3ec21e,desktop,41,0.6575638975738343,0.6160965324517432,0.5610756404796673,1.2696453795228906,0.8083113881313319,0.6327775819023529
gpt-5.4,10,3d29ac,mobile,41,0.17529683574663538,0.4083056005430644,2.1192826338142527,0.17811879880558223,0.5989482343225131,0.09121588046265218
gpt-5.4,1,4ae90b,mobile,40,0.14095696937046961,0.3889913859600936,2.2747045791731475,0.24094671387999114,0.5938330838491198,0.06283166294022485
gpt-5.4,2,4ae90b,mobile,40,0.10947403263395417,0.40268671971555203,2.175698109603992,0.12759454791294783,0.5772792319997644,0.04908593777168428
gpt-5.4,4,4ae90b,mobile,40,0.2445034558014033,0.4323530746583514,2.044510491397689,0.3703143009084589,0.6500331367165612,0.16893775415273463
gpt-5.4,5,4ae90b,mobile,40,0.18419701510620717,0.4107728919167932,1.9407391217034804,0.18584682399384844,0.6265858815045497,0.10234733341922478
gpt-5.4,3,4ae90b,mobile,40,0.1770863368106777,0.4182291056915822,2.153646142332351,0.1902991390214037,0.6032158238393465,0.10095019727142057
gpt-5.4,7,4ae90b,mobile,40,0.1209689126542178,0.3869381454977412,2.339497228973633,0.2055702186865007,0.5986049222758654,0.03649215099802879
gpt-5.4,6,4ae90b,mobile,40,0.20030866588097268,0.4253226864043999,1.8834886875449572,0.1805520487881429,0.6216058883177388,0.11608530413591855
gpt-5.4,8,4ae90b,mobile,40,0.18269798032816775,0.4257181687164344,1.9529691682989934,0.31790272362976973,0.6345442181166967,0.08550891611538114
